accuracy	true_label	vote_label	correct_vote
0.3973509933774834	1	1	True
0.5408163265306123	1	1	True
0.5157894736842106	1	1	True
0.41836734693877553	1	2	False
0.5157894736842106	1	1	True
0.5555555555555556	1	1	True
0.23529411764705882	1	0	False
0.8682170542635659	0	0	True
0.5309734513274337	0	0	True
0.41353383458646614	0	0	True
0.41935483870967744	0	0	True
0.49382716049382713	0	0	True
0.390625	0	0	True
0.4017857142857143	2	1	True
0.2916666666666667	2	1	False
0.23717948717948717	2	0	False
0.023255813953488372	2	0	False
0.4444444444444444	2	2	True
