#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.04751146, 0.04597425, 1.00000000, 0.59090909, 0.71428571, 0.44444444, 0.66666667, 1.00000000, 1.00000000, 1.00000000
2, 0.04082405, 0.04398214, 0.98484848, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 0.95454545, 1.00000000, 1.00000000
3, 0.03847239, 0.03904149, 0.98484848, 0.59090909, 0.71428571, 0.55555556, 0.50000000, 0.95454545, 1.00000000, 1.00000000
4, 0.03778783, 0.03830246, 0.98484848, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 0.95454545, 1.00000000, 1.00000000
5, 0.03560409, 0.03969217, 1.00000000, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 1.00000000, 1.00000000, 1.00000000
#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.04526010, 0.03977870, 1.00000000, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 1.00000000, 1.00000000, 1.00000000
2, 0.03663179, 0.04131085, 1.00000000, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 1.00000000, 1.00000000, 1.00000000
3, 0.03763763, 0.04489230, 1.00000000, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 1.00000000, 1.00000000, 1.00000000
4, 0.03689996, 0.04203632, 1.00000000, 0.54545455, 0.71428571, 0.33333333, 0.66666667, 1.00000000, 1.00000000, 1.00000000
5, 0.03286188, 0.04022534, 1.00000000, 0.50000000, 0.71428571, 0.44444444, 0.33333333, 1.00000000, 1.00000000, 1.00000000
#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.04676811, 0.04172862, 0.96969697, 0.54545455, 0.71428571, 0.33333333, 0.66666667, 0.95454545, 1.00000000, 0.94117647
2, 0.03788234, 0.04693813, 0.98484848, 0.59090909, 0.71428571, 0.44444444, 0.66666667, 1.00000000, 1.00000000, 0.94117647
3, 0.03738548, 0.04617109, 0.98484848, 0.54545455, 0.71428571, 0.33333333, 0.66666667, 1.00000000, 1.00000000, 0.94117647
4, 0.03366833, 0.04672941, 0.98484848, 0.59090909, 0.71428571, 0.44444444, 0.66666667, 1.00000000, 1.00000000, 0.94117647
5, 0.03620790, 0.04249916, 0.98484848, 0.54545455, 0.71428571, 0.33333333, 0.66666667, 1.00000000, 1.00000000, 0.94117647
#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.04682307, 0.04541576, 0.98484848, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 1.00000000, 1.00000000, 0.94117647
2, 0.04210401, 0.04606595, 1.00000000, 0.59090909, 0.71428571, 0.55555556, 0.50000000, 1.00000000, 1.00000000, 1.00000000
3, 0.03816282, 0.04668830, 1.00000000, 0.54545455, 0.71428571, 0.44444444, 0.50000000, 1.00000000, 1.00000000, 1.00000000
4, 0.03351332, 0.04464688, 1.00000000, 0.63636364, 0.85714286, 0.44444444, 0.66666667, 1.00000000, 1.00000000, 1.00000000
5, 0.03536109, 0.04146231, 1.00000000, 0.50000000, 0.71428571, 0.33333333, 0.50000000, 1.00000000, 1.00000000, 1.00000000
