#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.05140672, 0.05266322, 0.96969697, 0.54545455, 0.85714286, 0.44444444, 0.33333333, 1.00000000, 0.96296296, 0.94117647
2, 0.04514274, 0.05372803, 1.00000000, 0.54545455, 0.85714286, 0.44444444, 0.33333333, 1.00000000, 1.00000000, 1.00000000
3, 0.04065561, 0.04040897, 1.00000000, 0.50000000, 0.85714286, 0.33333333, 0.33333333, 1.00000000, 1.00000000, 1.00000000
4, 0.03769112, 0.03956103, 0.98484848, 0.50000000, 0.85714286, 0.33333333, 0.33333333, 1.00000000, 1.00000000, 0.94117647
5, 0.03951261, 0.04184533, 1.00000000, 0.50000000, 0.85714286, 0.33333333, 0.33333333, 1.00000000, 1.00000000, 1.00000000
6, 0.03845129, 0.04308389, 0.98484848, 0.54545455, 0.85714286, 0.44444444, 0.33333333, 1.00000000, 0.96296296, 1.00000000
7, 0.03868895, 0.03953705, 1.00000000, 0.50000000, 0.85714286, 0.33333333, 0.33333333, 1.00000000, 1.00000000, 1.00000000
8, 0.03435976, 0.03621584, 0.98484848, 0.50000000, 0.85714286, 0.33333333, 0.33333333, 1.00000000, 1.00000000, 0.94117647
9, 0.03549536, 0.03855486, 1.00000000, 0.54545455, 0.85714286, 0.44444444, 0.33333333, 1.00000000, 1.00000000, 1.00000000
10, 0.03529169, 0.04242231, 1.00000000, 0.50000000, 0.85714286, 0.33333333, 0.33333333, 1.00000000, 1.00000000, 1.00000000
#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.05879645, 0.05293745, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
2, 0.04829655, 0.05391206, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
3, 0.04576751, 0.04240151, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
4, 0.04231718, 0.04609458, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
5, 0.04321991, 0.04565709, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
6, 0.03840669, 0.03892031, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
7, 0.03955240, 0.04214457, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
8, 0.04241760, 0.04328000, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
9, 0.03829750, 0.04077932, 0.98484848, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 1.00000000, 0.94117647
10, 0.03734054, 0.04263675, 0.96969697, 0.59090909, 0.85714286, 0.55555556, 0.33333333, 1.00000000, 0.96296296, 0.94117647
#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.05218114, 0.04504050, 0.95454545, 0.40909091, 0.71428571, 0.33333333, 0.16666667, 1.00000000, 0.92592593, 0.94117647
2, 0.04386097, 0.04257625, 0.96969697, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 0.96296296, 0.94117647
3, 0.04362773, 0.04414746, 0.96969697, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 0.96296296, 0.94117647
4, 0.04121115, 0.04189280, 0.98484848, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 1.00000000, 0.94117647
5, 0.03991390, 0.04412603, 0.98484848, 0.54545455, 0.85714286, 0.55555556, 0.16666667, 1.00000000, 1.00000000, 0.94117647
6, 0.03870895, 0.04339739, 0.96969697, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 0.92592593, 0.94117647
7, 0.03688236, 0.04044726, 0.96969697, 0.54545455, 0.85714286, 0.44444444, 0.33333333, 1.00000000, 0.96296296, 0.94117647
8, 0.03538466, 0.04002208, 0.95454545, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 0.92592593, 0.94117647
9, 0.03683267, 0.03949085, 0.95454545, 0.54545455, 0.85714286, 0.55555556, 0.16666667, 1.00000000, 0.92592593, 0.94117647
10, 0.03475178, 0.04281880, 0.96969697, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 0.92592593, 0.94117647
#, train_loss, test_loss, test_acc_all, test_acc_C, test_acc_A, test_acc_F, train_acc_C, train_acc_A, train_acc_F
1, 0.05185805, 0.04780504, 0.96969697, 0.45454545, 0.85714286, 0.33333333, 0.16666667, 1.00000000, 0.96296296, 0.94117647
2, 0.04621151, 0.04319364, 0.98484848, 0.54545455, 0.85714286, 0.55555556, 0.16666667, 1.00000000, 0.96296296, 0.94117647
3, 0.04365320, 0.04126303, 0.98484848, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 0.96296296, 0.94117647
4, 0.04228735, 0.04101986, 0.98484848, 0.54545455, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 1.00000000, 0.94117647
5, 0.04303999, 0.03756087, 0.98484848, 0.54545455, 0.85714286, 0.44444444, 0.33333333, 1.00000000, 1.00000000, 0.94117647
6, 0.03707286, 0.04061493, 0.96969697, 0.54545455, 0.85714286, 0.55555556, 0.16666667, 1.00000000, 0.96296296, 0.94117647
7, 0.03869707, 0.03836638, 0.95454545, 0.50000000, 0.85714286, 0.44444444, 0.16666667, 1.00000000, 0.92592593, 0.94117647
8, 0.03947048, 0.03634880, 0.96969697, 0.54545455, 0.85714286, 0.55555556, 0.16666667, 1.00000000, 0.96296296, 0.94117647
9, 0.03801136, 0.04076774, 0.96969697, 0.54545455, 0.85714286, 0.55555556, 0.16666667, 1.00000000, 0.92592593, 0.94117647
10, 0.03940441, 0.04161726, 0.96969697, 0.59090909, 0.85714286, 0.55555556, 0.16666667, 1.00000000, 0.96296296, 0.94117647
