accuracy	true_label	vote_label	correct_vote
0.4057971014492754	1	1	True
0.5212765957446809	1	1	True
0.6145833333333334	1	1	True
0.3125	1	2	False
0.48484848484848486	1	1	True
0.5882352941176471	1	1	True
0.3333333333333333	1	0	False
0.8978102189781022	0	0	True
0.6134453781512605	0	0	True
0.47619047619047616	0	0	True
0.5	0	0	True
0.611764705882353	0	0	True
0.3983050847457627	0	0	True
0.4017857142857143	2	1	False
0.35	2	1	False
0.23076923076923078	2	1	False
0.011627906976744186	2	0	False
0.5299145299145299	2	2	True
