accuracy	true_label	vote_label	correct_vote
0.3972602739726027	1	2	False
0.5051546391752577	1	1	True
0.49056603773584906	1	1	True
0.367816091954023	1	2	False
0.38613861386138615	1	2	False
0.6133333333333333	1	1	True
0.2923076923076923	1	0	False
0.8787878787878788	0	0	True
0.6388888888888888	0	0	True
0.5214285714285715	0	0	True
0.5176470588235295	0	0	True
0.65	0	0	True
0.3560606060606061	0	2	False
0.4017857142857143	2	1	False
0.30833333333333335	2	1	False
0.22435897435897437	2	1	False
0.03488372093023256	2	0	False
0.5470085470085471	2	2	True
