accuracy	true_label	vote_label	correct_vote
0.4315068493150685	1	1	True
0.5670103092783505	1	1	True
0.44339622641509435	1	1	True
0.28735632183908044	1	2	False
0.33663366336633666	1	2	False
0.5733333333333334	1	1	True
0.2	1	0	False
0.8484848484848485	0	0	True
0.5833333333333334	0	0	True
0.5357142857142857	0	0	True
0.49411764705882355	0	0	True
0.6	0	0	True
0.3409090909090909	0	0	True
0.4642857142857143	2	2	True
0.4583333333333333	2	2	True
0.1858974358974359	2	0	False
0.005813953488372093	2	0	False
0.49572649572649574	2	2	True
